timestamp,open,high,low,close,volume
2025-06-24 04:00:00,203.4200,203.4200,202.5600,203.1700,9805
2025-06-24 04:01:00,203.1700,203.1900,202.9000,202.9300,3490
2025-06-24 04:02:00,202.9300,203.0000,202.8400,202.9800,3580
2025-06-24 04:03:00,202.9700,203.1600,202.9700,203.1400,3571
2025-06-24 04:04:00,203.1000,203.1500,203.0400,203.1200,1836
2025-06-24 04:05:00,203.1600,203.2600,203.1500,203.2200,2090
2025-06-24 04:06:00,203.1700,203.2600,203.1400,203.1900,2917
2025-06-24 04:07:00,203.1800,203.2000,203.0800,203.1400,2084
2025-06-24 04:08:00,203.1200,203.1900,203.0500,203.1500,1581
2025-06-24 04:09:00,203.1300,203.2000,203.0700,203.1700,1218
2025-06-24 04:10:00,203.1700,203.2400,203.1200,203.2100,1262
2025-06-24 04:11:00,203.2100,203.2300,203.1600,203.1600,1197
2025-06-24 04:12:00,203.2000,203.2300,203.1500,203.1700,950
2025-06-24 04:13:00,203.1600,203.2100,203.1300,203.1300,1090
2025-06-24 04:14:00,203.1500,203.2000,203.1200,203.1200,831
2025-06-24 04:15:00,203.1400,203.2800,203.1400,203.2600,1220
2025-06-24 04:16:00,203.2100,203.2600,203.1400,203.2000,1929
2025-06-24 04:17:00,203.1400,203.2600,203.1400,203.2200,543
2025-06-24 04:18:00,203.2300,203.2600,203.2100,203.2600,1030
2025-06-24 04:19:00,203.2200,203.2900,203.2100,203.2600,1174
2025-06-24 04:20:00,203.2700,203.3200,203.2700,203.3200,255
2025-06-24 04:21:00,203.3200,203.3800,203.2900,203.3500,1116
2025-06-24 04:22:00,203.3800,203.5000,203.3500,203.4400,2116
2025-06-24 04:23:00,203.4300,203.4800,203.4100,203.4800,259
2025-06-24 04:24:00,203.4800,203.5000,203.4200,203.4400,747
2025-06-24 04:25:00,203.4400,203.4500,203.3200,203.3200,646
2025-06-24 04:26:00,203.3400,203.3900,203.3000,203.3300,612
2025-06-24 04:27:00,203.3400,203.3500,203.2500,203.3000,2326
2025-06-24 04:28:00,203.3100,203.3500,203.1800,203.1900,3446
2025-06-24 04:29:00,203.2300,203.3200,203.2300,203.2700,290
2025-06-24 04:30:00,203.2900,203.3500,203.2500,203.3100,856
2025-06-24 04:31:00,203.2900,203.3300,203.2400,203.3300,497
2025-06-24 04:32:00,203.2400,203.3100,203.2000,203.2200,1692
2025-06-24 04:33:00,203.2400,203.2600,203.2100,203.2600,1433
2025-06-24 04:34:00,203.2400,203.2500,203.1800,203.2200,680
2025-06-24 04:35:00,203.2200,203.2500,203.1800,203.2200,685
2025-06-24 04:36:00,203.2200,203.2600,203.1900,203.2400,528
2025-06-24 04:37:00,203.2400,203.2600,203.2200,203.2200,115
2025-06-24 04:38:00,203.2600,203.2600,203.2000,203.2600,138
2025-06-24 04:39:00,203.2500,203.2500,203.1900,203.2100,171
2025-06-24 04:40:00,203.2100,203.2300,203.1900,203.2200,304
2025-06-24 04:41:00,203.2000,203.2500,203.1700,203.2500,464
2025-06-24 04:42:00,203.2300,203.2400,203.1800,203.2100,265
2025-06-24 04:43:00,203.2100,203.2500,203.2100,203.2100,233
2025-06-24 04:44:00,203.2300,203.2900,203.2300,203.2700,220
2025-06-24 04:45:00,203.2900,203.3700,203.2900,203.2900,465
2025-06-24 04:46:00,203.3300,203.3300,203.2900,203.3100,178
2025-06-24 04:47:00,203.3200,203.3300,203.3000,203.3300,383
2025-06-24 04:48:00,203.3200,203.3300,203.2800,203.3200,882
2025-06-24 04:49:00,203.3000,203.3400,203.2800,203.2800,506
2025-06-24 04:50:00,203.3300,203.3300,203.2200,203.2600,1072
2025-06-24 04:51:00,203.2700,203.2900,203.2400,203.2600,112
2025-06-24 04:52:00,203.2500,203.2900,203.2100,203.2500,683
2025-06-24 04:53:00,203.2700,203.3000,203.2400,203.2900,404
2025-06-24 04:54:00,203.2900,203.2900,203.2500,203.2500,60
2025-06-24 04:55:00,203.2500,203.2500,203.2000,203.2200,956
2025-06-24 04:56:00,203.2400,203.2400,203.1800,203.1800,663
2025-06-24 04:57:00,203.1900,203.2400,203.1900,203.2400,601
2025-06-24 04:58:00,203.2500,203.2900,203.2500,203.2900,16
2025-06-24 04:59:00,203.2800,203.2900,203.2500,203.2900,441
2025-06-24 05:00:00,203.2800,203.3300,203.2700,203.3300,760
2025-06-24 05:01:00,203.3400,203.3500,203.3000,203.3100,302
2025-06-24 05:02:00,203.3400,203.3400,203.2700,203.2700,314
2025-06-24 05:03:00,203.2700,203.3400,203.2700,203.3400,680
2025-06-24 05:04:00,203.3300,203.4400,203.3200,203.3700,2044
2025-06-24 05:05:00,203.3700,203.4500,203.3700,203.4400,879
2025-06-24 05:06:00,203.4500,203.4500,203.3600,203.4300,2991
2025-06-24 05:07:00,203.4500,203.5200,203.4300,203.5200,1732
2025-06-24 05:08:00,203.5000,203.5100,203.4800,203.4800,131
2025-06-24 05:09:00,203.4900,203.5700,203.4900,203.5200,928
2025-06-24 05:10:00,203.5400,203.5700,203.5200,203.5700,1726
2025-06-24 05:11:00,203.5700,203.5800,203.5300,203.5700,2083
2025-06-24 05:12:00,203.5700,203.5900,203.5600,203.5700,680
2025-06-24 05:13:00,203.5700,203.6000,203.5700,203.5900,268
2025-06-24 05:14:00,203.5700,203.5900,203.5700,203.5800,373
2025-06-24 05:15:00,203.5800,203.6500,203.5700,203.6300,1817
2025-06-24 05:16:00,203.6300,203.7100,203.6300,203.7000,1181
2025-06-24 05:17:00,203.7100,203.7800,203.7000,203.7700,2131
2025-06-24 05:18:00,203.7600,203.7900,203.7500,203.7800,1007
2025-06-24 05:19:00,203.7600,203.8800,203.7600,203.8500,3025
2025-06-24 05:20:00,203.8200,203.9300,203.8200,203.9200,2175
2025-06-24 05:21:00,203.9300,203.9600,203.9100,203.9300,6171
2025-06-24 05:22:00,203.9400,203.9600,203.9300,203.9600,2038
2025-06-24 05:23:00,203.9600,203.9600,203.9400,203.9600,1130
2025-06-24 05:24:00,203.9700,203.9800,203.9400,203.9600,438
2025-06-24 05:25:00,203.9600,203.9800,203.9500,203.9600,552
2025-06-24 05:26:00,203.9700,203.9900,203.9600,203.9800,1356
2025-06-24 05:27:00,203.9800,204.0000,203.9600,203.9800,1714
2025-06-24 05:28:00,203.9800,204.0500,203.9800,204.0500,12913
2025-06-24 05:29:00,204.0500,204.1200,203.9900,204.1100,3761
2025-06-24 05:30:00,204.1100,204.1400,204.0400,204.1200,1264
2025-06-24 05:31:00,204.1200,204.1500,204.0900,204.1300,879
2025-06-24 05:32:00,204.1200,204.2400,204.1200,204.2300,3644
2025-06-24 05:33:00,204.2300,204.2700,204.1500,204.1500,5703
2025-06-24 05:34:00,204.1900,204.2100,204.1500,204.1800,837
2025-06-24 05:35:00,204.1500,204.3300,204.1400,204.3300,4979
2025-06-24 05:36:00,204.3100,204.3200,204.2800,204.3200,1187
2025-06-24 05:37:00,204.3200,204.4100,204.2600,204.3200,5229
2025-06-24 05:38:00,204.3400,204.6900,204.3200,204.6400,12441
2025-06-24 05:39:00,204.6500,204.7400,204.6000,204.6600,2515
2025-06-24 05:40:00,204.7100,204.9400,204.6500,204.9200,11031
2025-06-24 05:41:00,204.9200,204.9800,204.9000,204.9700,3146
2025-06-24 05:42:00,204.9500,204.9800,204.7300,204.8000,2691
2025-06-24 05:43:00,204.8000,204.8100,204.7000,204.7400,1706
2025-06-24 05:44:00,204.7000,204.7400,204.5900,204.5900,3480
2025-06-24 05:45:00,204.5600,204.5600,204.3800,204.4400,1033
2025-06-24 05:46:00,204.4500,204.5300,204.3600,204.4000,3433
2025-06-24 05:47:00,204.4300,204.4300,204.3900,204.4100,701
2025-06-24 05:48:00,204.4100,204.4600,204.4100,204.4300,829
2025-06-24 05:49:00,204.4700,204.4700,204.3000,204.3000,1990
2025-06-24 05:50:00,204.3200,204.3200,204.2200,204.2500,1588
2025-06-24 05:51:00,204.2500,204.2700,204.2300,204.2500,80
2025-06-24 05:52:00,204.2600,204.2900,204.2100,204.2900,857
2025-06-24 05:53:00,204.2700,204.3100,204.2400,204.3000,378
2025-06-24 05:54:00,204.3000,204.3000,204.2600,204.2600,532
2025-06-24 05:55:00,204.2900,204.6100,204.2900,204.6000,4983
2025-06-24 05:56:00,204.5900,204.5900,204.4400,204.4800,1426
2025-06-24 05:57:00,204.4300,204.4300,204.2700,204.2700,1654
2025-06-24 05:58:00,204.3000,204.3300,204.3000,204.3200,252
2025-06-24 05:59:00,204.3000,204.4400,204.3000,204.3800,1383
2025-06-24 06:00:00,204.3300,204.4500,204.3000,204.3700,1786
2025-06-24 06:01:00,204.3300,204.4200,204.3200,204.4000,398
2025-06-24 06:02:00,204.4200,204.4400,204.3800,204.4000,679
2025-06-24 06:03:00,204.3900,204.3900,204.2800,204.3600,1782
2025-06-24 06:04:00,204.3500,204.3500,204.2200,204.2700,3826
2025-06-24 06:05:00,204.2600,204.4000,204.2400,204.3800,4486
2025-06-24 06:06:00,204.4000,204.4000,204.3000,204.3000,527
2025-06-24 06:07:00,204.3000,204.4000,204.3000,204.4000,2451
2025-06-24 06:08:00,204.3700,204.4600,204.3700,204.4600,657
2025-06-24 06:09:00,204.4500,204.4700,204.4400,204.4700,1986
2025-06-24 06:10:00,204.4700,204.5300,204.4500,204.4600,2550
2025-06-24 06:11:00,204.4600,204.5300,204.4500,204.5300,1093
2025-06-24 06:12:00,204.4900,204.5200,204.4500,204.4500,804
2025-06-24 06:13:00,204.4800,204.5800,204.3300,204.3800,9272
2025-06-24 06:14:00,204.3500,204.4200,204.3200,204.3900,362
2025-06-24 06:15:00,204.4200,204.4200,204.2400,204.3000,478
2025-06-24 06:16:00,204.2900,204.3000,204.2500,204.3000,828
2025-06-24 06:17:00,204.3000,204.3800,204.2600,204.3700,1123
2025-06-24 06:18:00,204.3800,204.3900,204.3300,204.3400,283
