timestamp,open,high,low,close,volume
2025-06-24 04:00:00,491.5200,491.5200,488.9500,490.6300,1215
2025-06-24 04:01:00,490.8500,490.8700,489.7400,490.0100,1096
2025-06-24 04:02:00,490.3200,490.3500,489.6500,490.2500,654
2025-06-24 04:03:00,490.2700,490.4400,489.8000,489.9900,1226
2025-06-24 04:04:00,489.9700,490.0500,489.7800,490.0500,769
2025-06-24 04:05:00,490.0000,490.2000,490.0000,490.0100,193
2025-06-24 04:06:00,490.2200,490.4700,490.2100,490.4500,267
2025-06-24 04:07:00,490.4100,490.5900,490.1900,490.2500,1130
2025-06-24 04:08:00,490.4600,490.5500,490.0800,490.2600,1027
2025-06-24 04:09:00,490.4600,490.4600,490.1100,490.1500,478
2025-06-24 04:10:00,490.2200,490.4900,490.2200,490.4700,183
2025-06-24 04:11:00,490.3600,490.4700,490.1700,490.3100,188
2025-06-24 04:12:00,490.3100,490.7700,490.2400,490.5300,1010
2025-06-24 04:13:00,490.7100,490.7400,490.4000,490.5000,821
2025-06-24 04:14:00,490.6100,490.6100,490.3200,490.4500,1146
2025-06-24 04:15:00,490.5800,490.6600,490.4600,490.5800,237
2025-06-24 04:16:00,490.4800,490.5900,490.3500,490.3500,409
2025-06-24 04:17:00,490.2000,490.4400,490.2000,490.4000,164
2025-06-24 04:18:00,490.2300,490.4600,490.2000,490.4000,531
2025-06-24 04:19:00,490.4000,490.4900,490.1900,490.2600,49
2025-06-24 04:20:00,490.2500,490.5500,490.0000,490.1200,1738
2025-06-24 04:21:00,490.0000,490.2200,490.0000,490.2200,1209
2025-06-24 04:22:00,490.2200,490.2200,490.0100,490.2200,861
2025-06-24 04:23:00,490.2200,490.3600,490.1200,490.2200,597
2025-06-24 04:24:00,490.2100,490.5200,490.2000,490.3100,479
2025-06-24 04:25:00,490.2200,490.4000,490.2000,490.4000,110
2025-06-24 04:26:00,490.4200,490.4400,490.2200,490.3600,32
2025-06-24 04:27:00,490.3600,490.3600,490.2600,490.3500,137
2025-06-24 04:28:00,490.2700,490.3500,490.2200,490.3500,67
2025-06-24 04:29:00,490.3200,490.6700,490.3200,490.6700,160
2025-06-24 04:30:00,490.6700,490.7000,490.3000,490.4500,321
2025-06-24 04:31:00,490.3900,490.3900,490.2100,490.2100,18
2025-06-24 04:32:00,490.3100,490.3100,490.0200,490.0200,75
2025-06-24 04:33:00,490.0300,490.1500,490.0000,490.0100,440
2025-06-24 04:34:00,490.0100,490.1500,490.0000,490.0000,478
2025-06-24 04:35:00,490.0000,490.0000,489.8500,490.0000,140
2025-06-24 04:36:00,489.8800,490.1000,489.8000,490.1000,299
2025-06-24 04:37:00,490.0800,490.1200,489.8800,489.8800,224
2025-06-24 04:38:00,489.8200,489.8200,489.8200,489.8200,2
2025-06-24 04:39:00,489.9700,489.9700,489.8000,489.8000,18
2025-06-24 04:40:00,489.8700,489.8700,489.8400,489.8400,26
2025-06-24 04:41:00,489.8000,489.8000,489.6900,489.7600,111
2025-06-24 04:42:00,489.7400,489.9200,489.7400,489.8000,50
2025-06-24 04:43:00,489.8000,489.8700,489.6000,489.6000,186
2025-06-24 04:44:00,489.8800,489.8800,489.7200,489.7200,89
2025-06-24 04:45:00,489.9000,490.0000,489.8000,489.8000,38
2025-06-24 04:46:00,489.9700,489.9700,489.6500,489.9700,396
2025-06-24 04:47:00,489.9400,489.9600,489.8500,489.8500,77
2025-06-24 04:48:00,489.9500,489.9800,489.9500,489.9500,85
2025-06-24 04:49:00,489.9200,489.9300,489.7400,489.7400,117
2025-06-24 04:50:00,489.8800,489.9500,489.7400,489.9500,98
2025-06-24 04:51:00,489.8700,489.9300,489.8700,489.9300,3
2025-06-24 04:52:00,489.9000,489.9000,489.8600,489.8800,40
2025-06-24 04:53:00,489.8600,489.9900,489.8600,489.9700,167
2025-06-24 04:54:00,489.8600,489.9700,489.8600,489.9300,42
2025-06-24 04:55:00,489.8600,489.9100,489.8600,489.9100,16
2025-06-24 04:56:00,489.9100,489.9100,489.8500,489.8600,52
2025-06-24 04:57:00,489.8600,489.8700,489.8000,489.8300,136
2025-06-24 04:58:00,489.9000,489.9300,489.8700,489.8700,17
2025-06-24 04:59:00,489.9100,489.9100,489.9000,489.9000,7
2025-06-24 05:00:00,489.9100,489.9900,489.8700,489.9900,133
2025-06-24 05:01:00,489.9000,489.9100,489.8400,489.8900,233
2025-06-24 05:02:00,489.9600,489.9600,489.7800,489.7800,88
2025-06-24 05:03:00,489.7900,489.9200,489.7700,489.9200,60
2025-06-24 05:04:00,489.9100,489.9200,489.9100,489.9100,4
2025-06-24 05:06:00,489.8700,489.9000,489.8600,489.9000,35
2025-06-24 05:07:00,489.9000,489.9500,489.9000,489.9500,93
2025-06-24 05:08:00,489.9300,489.9300,489.8900,489.8900,51
2025-06-24 05:09:00,489.8200,489.9100,489.8200,489.9100,14
2025-06-24 05:10:00,489.9100,489.9500,489.8500,489.9300,223
2025-06-24 05:11:00,489.8900,489.8900,489.8900,489.8900,2
2025-06-24 05:12:00,489.8900,489.8900,489.8400,489.8400,59
2025-06-24 05:13:00,489.9100,489.9200,489.9100,489.9100,25
2025-06-24 05:14:00,489.9500,489.9600,489.9500,489.9500,104
2025-06-24 05:15:00,489.9500,489.9500,489.7700,489.9500,243
2025-06-24 05:16:00,489.9200,490.0000,489.9200,489.9900,151
2025-06-24 05:17:00,489.9700,489.9800,489.9000,489.9000,119
2025-06-24 05:18:00,489.9000,489.9800,489.9000,489.9800,195
2025-06-24 05:19:00,489.9900,490.1800,489.9900,490.1100,519
2025-06-24 05:20:00,490.0800,490.1300,490.0300,490.1200,41
2025-06-24 05:21:00,490.0300,490.0800,489.9800,490.0700,71
2025-06-24 05:22:00,489.9500,490.0400,489.9200,490.0400,126
2025-06-24 05:23:00,490.0400,490.1200,490.0400,490.0800,13
2025-06-24 05:24:00,490.0800,490.1400,490.0800,490.1000,56
2025-06-24 05:25:00,490.2000,490.2000,490.1000,490.1000,11
2025-06-24 05:26:00,490.2000,490.2000,490.1300,490.1300,12
2025-06-24 05:27:00,490.1400,490.2500,490.1400,490.2200,293
2025-06-24 05:28:00,490.1500,490.2900,490.1500,490.2400,301
2025-06-24 05:29:00,490.1500,490.2700,490.1400,490.2700,290
2025-06-24 05:30:00,490.2000,490.2900,490.1500,490.2600,113
2025-06-24 05:31:00,490.2800,490.5700,490.2800,490.4500,534
2025-06-24 05:32:00,490.4800,490.4800,490.3700,490.4700,3
2025-06-24 05:33:00,490.4500,490.4600,490.3600,490.3600,162
2025-06-24 05:34:00,490.4500,490.6000,490.4400,490.5500,340
